gtin,fecha,stock
7812847593162,2025-03-27,555
7812847593162,2025-03-28,584
7812847593162,2025-03-29,584
7812847593162,2025-03-30,576
7812847593162,2025-03-31,576
7812847593162,2025-04-01,576
7812847593162,2025-04-02,569
7812847593162,2025-04-03,569
7812847593162,2025-04-04,560
7812847593162,2025-04-05,560
7812847593162,2025-04-06,584
7812847593162,2025-04-07,576
7812847593162,2025-04-08,571
7812847593162,2025-04-09,571
7812847593162,2025-04-10,560
7812847593162,2025-04-11,560
7812847593162,2025-04-12,556
7812847593162,2025-04-13,552
7812847593162,2025-04-14,584
7812847593162,2025-04-15,575
7812847593162,2025-04-16,575
7812847593162,2025-04-17,570
7812847593162,2025-04-18,565
7812847593162,2025-04-19,565
7812847593162,2025-04-20,564
7812847593162,2025-04-21,564
7812847593162,2025-04-22,584
7812847593162,2025-04-23,578
7812847593162,2025-04-24,569
7812847593162,2025-04-25,569
7812847593162,2025-04-26,562
7812847593162,2025-04-27,562
7812847593162,2025-04-28,559
7812847593162,2025-04-29,551
7812847593162,2025-04-30,584
7812847593162,2025-05-01,578
7812847593162,2025-05-02,573
7812847593162,2025-05-03,573
7812847593162,2025-05-04,570
7812847593162,2025-05-05,584
7812847593162,2025-05-06,582
7812847593162,2025-05-07,579
7812847593162,2025-05-08,579
7812847593162,2025-05-09,575
7812847593162,2025-05-10,584
7812847593162,2025-05-11,579
7812847593162,2025-05-12,575
7812847593162,2025-05-13,571
7812847593162,2025-05-14,571
7812847593162,2025-05-15,564
7812847593162,2025-05-16,584
7812847593162,2025-05-17,584
7812847593162,2025-05-18,581
7812847593162,2025-05-19,575
7812847593162,2025-05-20,571
7812847593162,2025-05-21,566
7812847593162,2025-05-22,584
7812847593162,2025-05-23,583
7812847593162,2025-05-24,577
7812847593162,2025-05-25,577
7812847593162,2025-05-26,571
7812847593162,2025-05-27,571
7812847593162,2025-05-28,571
7812847593162,2025-05-29,584
7812847593162,2025-05-30,578
7812847593162,2025-05-31,578
7812847593162,2025-06-01,571
7812847593162,2025-06-02,570
7812847593162,2025-06-03,584
7812847593162,2025-06-04,579
7812847593162,2025-06-05,575
7812847593162,2025-06-06,575
7812847593162,2025-06-07,569
7812847593162,2025-06-08,569
7812847593162,2025-06-09,584
7812847593162,2025-06-10,580
7812847593162,2025-06-11,580
7812847593162,2025-06-12,574
7812847593162,2025-06-13,570
7812847593162,2025-06-14,566
7812847593162,2025-06-15,566
7812847593162,2025-06-16,560
7812847593162,2025-06-17,560
7812847593162,2025-06-18,584
7812847593162,2025-06-19,579
7812847593162,2025-06-20,579
7812847593162,2025-06-21,576
7812847593162,2025-06-22,573
7812847593162,2025-06-23,584
7812847593162,2025-06-24,584
7812847593162,2025-06-25,576
7812847593162,2025-06-26,571
7812847593162,2025-06-27,571
7812847593162,2025-06-28,584
7812847593162,2025-06-29,584
7812847593162,2025-06-30,581
7812847593162,2025-07-01,581
7812847593162,2025-07-02,572
7812847593162,2025-07-03,572
7812847593162,2025-07-04,584
7812847593162,2025-07-05,584
7812847593162,2025-07-06,579
7812847593162,2025-07-07,579
7812847593162,2025-07-08,574
7812847593162,2025-07-09,564
7812847593162,2025-07-10,558
7812847593162,2025-07-11,558
7812847593162,2025-07-12,584
7812847593162,2025-07-13,576
7812847593162,2025-07-14,568
7812847593162,2025-07-15,568
7812847593162,2025-07-16,562
7812847593162,2025-07-17,556
7812847593162,2025-07-18,549
7812847593162,2025-07-19,540
7812847593162,2025-07-20,540
7812847593162,2025-07-21,584
7812847593162,2025-07-22,584
7812847593162,2025-07-23,580
7812847593162,2025-07-24,571
7812847593162,2025-07-25,571
7812847593162,2025-07-26,567
7812847593162,2025-07-27,584
7812847593162,2025-07-28,580
7812847593162,2025-07-29,573
7812847593162,2025-07-30,567
7812847593162,2025-07-31,566
7812847593162,2025-08-01,566
7812847593162,2025-08-02,563
7812847593162,2025-08-03,584
7812847593162,2025-08-04,577
7812847593162,2025-08-05,571
7812847593162,2025-08-06,565
7812847593162,2025-08-07,559
7812847593162,2025-08-08,557
7812847593162,2025-08-09,557
7812847593162,2025-08-10,552
7812847593162,2025-08-11,584
7812847593162,2025-08-12,579
7812847593162,2025-08-13,576
7812847593162,2025-08-14,572
7812847593162,2025-08-15,563
7812847593162,2025-08-16,563
7812847593162,2025-08-17,584
7812847593162,2025-08-18,584
7812847593162,2025-08-19,582
7812847593162,2025-08-20,582
7812847593162,2025-08-21,575
7812847593162,2025-08-22,575
7812847593162,2025-08-23,567
7812847593162,2025-08-24,560
7812847593162,2025-08-25,584
7812847593162,2025-08-26,584
7812847593162,2025-08-27,576
7812847593162,2025-08-28,576
7812847593162,2025-08-29,575
7812847593162,2025-08-30,572
7812847593162,2025-08-31,572
7812847593162,2025-09-01,568
7812847593162,2025-09-02,584
7812847593162,2025-09-03,582
7812847593162,2025-09-04,582
7812847593162,2025-09-05,576
7812847593162,2025-09-06,573
7812847593162,2025-09-07,564
7812847593162,2025-09-08,559
7812847593162,2025-09-09,584
7812847593162,2025-09-10,579
7812847593162,2025-09-11,579
7812847593162,2025-09-12,568
7812847593162,2025-09-13,568
7812847593162,2025-09-14,566
7812847593162,2025-09-15,566
7812847593162,2025-09-16,565
7812847593162,2025-09-17,584
7812847593162,2025-09-18,584
7812847593162,2025-09-19,577
7812847593162,2025-09-20,572
7812847593162,2025-09-21,566
7812847593162,2025-09-22,584
7812847593162,2025-09-23,584
7812847593162,2025-09-24,584
7812847593162,2025-09-25,581
7812847593162,2025-09-26,578
7812847593162,2025-09-27,578
7812847593162,2025-09-28,569
7812847593162,2025-09-29,566
7812847593162,2025-09-30,566
7812847593162,2025-10-01,584
7812847593162,2025-10-02,578
7812847593162,2025-10-03,578
7812847593162,2025-10-04,578
7812847593162,2025-10-05,577
7812847593162,2025-10-06,577
7812847593162,2025-10-07,584
7812847593162,2025-10-08,575
7812847593162,2025-10-09,569
7812847593162,2025-10-10,569
7812847593162,2025-10-11,568
7812847593162,2025-10-12,584
7812847593162,2025-10-13,578
7812847593162,2025-10-14,573
7812847593162,2025-10-15,573
7812847593162,2025-10-16,566
7812847593162,2025-10-17,566
7812847593162,2025-10-18,558
7812847593162,2025-10-19,558
7812847593162,2025-10-20,557
7812847593162,2025-10-21,584
7812847593162,2025-10-22,579
7812847593162,2025-10-23,577
7812847593162,2025-10-24,577
7812847593162,2025-10-25,572
7812847593162,2025-10-26,572
7812847593162,2025-10-27,572
7812847593162,2025-10-28,572
7812847593162,2025-10-29,565
7812847593162,2025-10-30,584
7812847593162,2025-10-31,579
7812847593162,2025-11-01,570
7812847593162,2025-11-02,570
7812847593162,2025-11-03,563
7812847593162,2025-11-04,584
7812847593162,2025-11-05,578
7812847593162,2025-11-06,570
7812847593162,2025-11-07,569
7812847593162,2025-11-08,564
7812847593162,2025-11-09,564
7812847593162,2025-11-10,561
7812847593162,2025-11-11,557
7812847593162,2025-11-12,584
7812847593162,2025-11-13,584
7812847593162,2025-11-14,584
7812847593162,2025-11-15,584
7812847593162,2025-11-16,577
7812847593162,2025-11-17,571
7812847593162,2025-11-18,565
7812847593162,2025-11-19,584
7812847593162,2025-11-20,581
7812847593162,2025-11-21,581
7812847593162,2025-11-22,573
7812847593162,2025-11-23,573
7812847593162,2025-11-24,584
7812847593162,2025-11-25,580
7812847593162,2025-11-26,578
7812847593162,2025-11-27,578
7812847593162,2025-11-28,572
7812847593162,2025-11-29,572
7812847593162,2025-11-30,562
7812847593162,2025-12-01,584
7812847593162,2025-12-02,582
7812847593162,2025-12-03,582
7812847593162,2025-12-04,577
7812847593162,2025-12-05,577
7812847593162,2025-12-06,576
7812847593162,2025-12-07,576
7812847593162,2025-12-08,566
7812847593162,2025-12-09,584
7812847593162,2025-12-10,584
7812847593162,2025-12-11,581
7812847593162,2025-12-12,570
7812847593162,2025-12-13,566
7812847593162,2025-12-14,565
7812847593162,2025-12-15,559
7812847593162,2025-12-16,559
7812847593162,2025-12-17,559
7812847593162,2025-12-18,584
7812847593162,2025-12-19,583
7812847593162,2025-12-20,583
7812847593162,2025-12-21,577
7812847593162,2025-12-22,577
7812847593162,2025-12-23,572
7812847593162,2025-12-24,572
7812847593162,2025-12-25,584
7812847593162,2025-12-26,573
7812847593162,2025-12-27,573
7812847593162,2025-12-28,573
7812847593162,2025-12-29,573
7812847593162,2025-12-30,568
7812847593162,2025-12-31,560
7812847593162,2026-01-01,584
7812847593162,2026-01-02,572
7812847593162,2026-01-03,572
7812847593162,2026-01-04,570
7812847593162,2026-01-05,565
7812847593162,2026-01-06,562
7812847593162,2026-01-07,553
7812847593162,2026-01-08,552
7812847593162,2026-01-09,584
7812847593162,2026-01-10,584
7812847593162,2026-01-11,579
7812847593162,2026-01-12,579
7812847593162,2026-01-13,571
7812847593162,2026-01-14,567
7812847593162,2026-01-15,584
7812847593162,2026-01-16,574
7812847593162,2026-01-17,574
7812847593162,2026-01-18,568
7812847593162,2026-01-19,568
7812847593162,2026-01-20,584
7812847593162,2026-01-21,584
7812847593162,2026-01-22,579
7812847593162,2026-01-23,579
7812847593162,2026-01-24,572
7812847593162,2026-01-25,570
7812847593162,2026-01-26,570
7812847593162,2026-01-27,584
7812847593162,2026-01-28,574
7812847593162,2026-01-29,574
7812847593162,2026-01-30,574
7812847593162,2026-01-31,572
7812847593162,2026-02-01,572
7812847593162,2026-02-02,564
7812847593162,2026-02-03,584
7812847593162,2026-02-04,579
7812847593162,2026-02-05,573
7812847593162,2026-02-06,564
7812847593162,2026-02-07,556
7812847593162,2026-02-08,552
7812847593162,2026-02-09,584
7812847593162,2026-02-10,580
7812847593162,2026-02-11,576
7812847593162,2026-02-12,567
7812847593162,2026-02-13,567
7812847593162,2026-02-14,559
7812847593162,2026-02-15,559
7812847593162,2026-02-16,554
7812847593162,2026-02-17,584
7812847593162,2026-02-18,580
7812847593162,2026-02-19,580
7812847593162,2026-02-20,569
7812847593162,2026-02-21,569
7812847593162,2026-02-22,584
7812847593162,2026-02-23,577
7812847593162,2026-02-24,577
7812847593162,2026-02-25,575
7812847593162,2026-02-26,571
7812847593162,2026-02-27,567
7812847593162,2026-02-28,567
7812847593162,2026-03-01,584
7812847593162,2026-03-02,570
7812847593162,2026-03-03,570
7812847593162,2026-03-04,566
7812847593162,2026-03-05,566
7812847593162,2026-03-06,563
7812847593162,2026-03-07,563
7812847593162,2026-03-08,584
7812847593162,2026-03-09,577
7812847593162,2026-03-10,572
7812847593162,2026-03-11,568
7812847593162,2026-03-12,568
7812847593162,2026-03-13,563
7812847593162,2026-03-14,584
7812847593162,2026-03-15,581
7812847593162,2026-03-16,581
7812847593162,2026-03-17,574
7812847593162,2026-03-18,574
7812847593162,2026-03-19,569
7812847593162,2026-03-20,569
7812847593162,2026-03-21,567
7812847593162,2026-03-22,567
7812847593162,2026-03-23,584
7812847593162,2026-03-24,584
7812847593162,2026-03-25,581
7812847593162,2026-03-26,578
7812847593162,2026-03-27,568
7812847593162,2026-03-28,584
7812847593162,2026-03-29,581
7812847593162,2026-03-30,581
7812847593162,2026-03-31,579
7812847593162,2026-04-01,579
7812847593162,2026-04-02,574
7812847593162,2026-04-03,567
7812847593162,2026-04-04,562
7812847593162,2026-04-05,584
7812847593162,2026-04-06,576
7812847593162,2026-04-07,572
7812847593162,2026-04-08,560
7812847593162,2026-04-09,550
7812847593162,2026-04-10,542
7812847593162,2026-04-11,542
7812847593162,2026-04-12,535
7812847593162,2026-04-13,584
7812847593162,2026-04-14,581
7812847593162,2026-04-15,578
7812847593162,2026-04-16,573
7812847593162,2026-04-17,565
7812847593162,2026-04-18,565
7812847593162,2026-04-19,584
7812847593162,2026-04-20,584
7812847593162,2026-04-21,584
7812847593162,2026-04-22,580
7812847593162,2026-04-23,580
7812847593162,2026-04-24,571
7812847593162,2026-04-25,565
7812847593162,2026-04-26,565
7812847593162,2026-04-27,584
7812847593162,2026-04-28,584
7812847593162,2026-04-29,584
7812847593162,2026-04-30,584
7812847593162,2026-05-01,584
7812847593162,2026-05-02,584
7812847593162,2026-05-03,580
7812847593162,2026-05-04,580
7812847593162,2026-05-05,570
7812847593162,2026-05-06,570
7812847593162,2026-05-07,565
7812847593162,2026-05-08,559
7812847593162,2026-05-09,553
7812847593162,2026-05-10,584
7812847593162,2026-05-11,583
7812847593162,2026-05-12,583
7812847593162,2026-05-13,575
7812847593162,2026-05-14,574
7812847593162,2026-05-15,584
7812847593162,2026-05-16,577
7812847593162,2026-05-17,568
7812847593162,2026-05-18,568
7812847593162,2026-05-19,565
7812847593162,2026-05-20,584
7812847593162,2026-05-21,578
7812847593162,2026-05-22,578
7812847593162,2026-05-23,573
7812847593162,2026-05-24,569
7812847593162,2026-05-25,584
7812847593162,2026-05-26,577
7812847593162,2026-05-27,572
7812847593162,2026-05-28,569
7812847593162,2026-05-29,569
7812847593162,2026-05-30,557
7812847593162,2026-05-31,557
7812847593162,2026-06-01,584
7812847593162,2026-06-02,584
7812847593162,2026-06-03,576
7812847593162,2026-06-04,576
7812847593162,2026-06-05,574
7812847593162,2026-06-06,571
7812847593162,2026-06-07,566
7812847593162,2026-06-08,566
7812847593162,2026-06-09,559
7812847593162,2026-06-10,584
7812847593162,2026-06-11,580
7812847593162,2026-06-12,580
7812847593162,2026-06-13,576
7812847593162,2026-06-14,576
7812847593162,2026-06-15,566
7812847593162,2026-06-16,563
7812847593162,2026-06-17,559
7812847593162,2026-06-18,559
7812847593162,2026-06-19,584
7812847593162,2026-06-20,584
7812847593162,2026-06-21,577
7812847593162,2026-06-22,568
7812847593162,2026-06-23,561
7812847593162,2026-06-24,561
7812847593162,2026-06-25,584
7812847593162,2026-06-26,581
7812847593162,2026-06-27,578
7812847593162,2026-06-28,578
7812847593162,2026-06-29,568
7812847593162,2026-06-30,561
7812847593162,2026-07-01,561
7816359482719,2024-01-01,227
7816359482719,2024-01-02,223
7816359482719,2024-01-03,219
7816359482719,2024-01-04,219
7816359482719,2024-01-05,644
7816359482719,2024-01-06,644
7816359482719,2024-01-07,638
7816359482719,2024-01-08,635
7816359482719,2024-01-09,635
7816359482719,2024-01-10,635
7816359482719,2024-01-11,644
7816359482719,2024-01-12,637
7816359482719,2024-01-13,637
7816359482719,2024-01-14,628
7816359482719,2024-01-15,628
7816359482719,2024-01-16,644
7816359482719,2024-01-17,644
7816359482719,2024-01-18,637
7816359482719,2024-01-19,637
7816359482719,2024-01-20,637
7816359482719,2024-01-21,636
7816359482719,2024-01-22,636
7816359482719,2024-01-23,628
7816359482719,2024-01-24,628
7816359482719,2024-01-25,644
7816359482719,2024-01-26,644
7816359482719,2024-01-27,641
7816359482719,2024-01-28,637
7816359482719,2024-01-29,630
7816359482719,2024-01-30,630
7816359482719,2024-01-31,622
7816359482719,2024-02-01,613
7816359482719,2024-02-02,644
7816359482719,2024-02-03,641
7816359482719,2024-02-04,641
7816359482719,2024-02-05,637
7816359482719,2024-02-06,637
7816359482719,2024-02-07,634
7816359482719,2024-02-08,644
7816359482719,2024-02-09,641
7816359482719,2024-02-10,629
7816359482719,2024-02-11,629
7816359482719,2024-02-12,625
7816359482719,2024-02-13,625
7816359482719,2024-02-14,621
7816359482719,2024-02-15,621
7816359482719,2024-02-16,615
7816359482719,2024-02-17,644
7816359482719,2024-02-18,637
7816359482719,2024-02-19,633
7816359482719,2024-02-20,628
7816359482719,2024-02-21,628
7816359482719,2024-02-22,627
7816359482719,2024-02-23,644
7816359482719,2024-02-24,640
7816359482719,2024-02-25,640
7816359482719,2024-02-26,640
7816359482719,2024-02-27,636
7816359482719,2024-02-28,636
7816359482719,2024-02-29,629
7816359482719,2024-03-01,624
7816359482719,2024-03-02,644
7816359482719,2024-03-03,639
7816359482719,2024-03-04,636
7816359482719,2024-03-05,636
7816359482719,2024-03-06,627
7816359482719,2024-03-07,623
7816359482719,2024-03-08,613
7816359482719,2024-03-09,613
7816359482719,2024-03-10,605
7816359482719,2024-03-11,644
7816359482719,2024-03-12,644
7816359482719,2024-03-13,638
7816359482719,2024-03-14,638
7816359482719,2024-03-15,631
7816359482719,2024-03-16,644
7816359482719,2024-03-17,644
7816359482719,2024-03-18,641
7816359482719,2024-03-19,636
7816359482719,2024-03-20,636
7816359482719,2024-03-21,630
7816359482719,2024-03-22,622
7816359482719,2024-03-23,644
7816359482719,2024-03-24,638
7816359482719,2024-03-25,634
7816359482719,2024-03-26,634
7816359482719,2024-03-27,630
7816359482719,2024-03-28,623
7816359482719,2024-03-29,623
7816359482719,2024-03-30,617
7816359482719,2024-03-31,617
7816359482719,2024-04-01,644
7816359482719,2024-04-02,641
7816359482719,2024-04-03,635
7816359482719,2024-04-04,635
7816359482719,2024-04-05,628
7816359482719,2024-04-06,644
7816359482719,2024-04-07,644
7816359482719,2024-04-08,642
7816359482719,2024-04-09,642
7816359482719,2024-04-10,636
7816359482719,2024-04-11,636
7816359482719,2024-04-12,644
7816359482719,2024-04-13,644
7816359482719,2024-04-14,641
7816359482719,2024-04-15,641
7816359482719,2024-04-16,638
7816359482719,2024-04-17,644
7816359482719,2024-04-18,644
7816359482719,2024-04-19,633
7816359482719,2024-04-20,628
7816359482719,2024-04-21,623
7816359482719,2024-04-22,623
7816359482719,2024-04-23,617
7816359482719,2024-04-24,617
7816359482719,2024-04-25,644
7816359482719,2024-04-26,644
7816359482719,2024-04-27,644
7816359482719,2024-04-28,631
7816359482719,2024-04-29,628
7816359482719,2024-04-30,628
7816359482719,2024-05-01,644
7816359482719,2024-05-02,639
7816359482719,2024-05-03,639
7816359482719,2024-05-04,639
7816359482719,2024-05-05,639
7816359482719,2024-05-06,634
7816359482719,2024-05-07,628
7816359482719,2024-05-08,644
7816359482719,2024-05-09,639
7816359482719,2024-05-10,634
7816359482719,2024-05-11,630
7816359482719,2024-05-12,627
7816359482719,2024-05-13,627
7816359482719,2024-05-14,644
7816359482719,2024-05-15,639
7816359482719,2024-05-16,638
7816359482719,2024-05-17,636
7816359482719,2024-05-18,631
7816359482719,2024-05-19,631
7816359482719,2024-05-20,625
7816359482719,2024-05-21,622
7816359482719,2024-05-22,644
7816359482719,2024-05-23,642
7816359482719,2024-05-24,635
7816359482719,2024-05-25,625
7816359482719,2024-05-26,618
7816359482719,2024-05-27,644
7816359482719,2024-05-28,637
7816359482719,2024-05-29,636
7816359482719,2024-05-30,629
7816359482719,2024-05-31,627
7816359482719,2024-06-01,620
7816359482719,2024-06-02,644
7816359482719,2024-06-03,644
7816359482719,2024-06-04,636
7816359482719,2024-06-05,636
7816359482719,2024-06-06,629
7816359482719,2024-06-07,644
7816359482719,2024-06-08,637
7816359482719,2024-06-09,632
7816359482719,2024-06-10,626
7816359482719,2024-06-11,616
7816359482719,2024-06-12,609
7816359482719,2024-06-13,609
7816359482719,2024-06-14,609
7816359482719,2024-06-15,644
7816359482719,2024-06-16,644
7816359482719,2024-06-17,639
7816359482719,2024-06-18,639
7816359482719,2024-06-19,631
7816359482719,2024-06-20,631
7816359482719,2024-06-21,644
7816359482719,2024-06-22,636
7816359482719,2024-06-23,636
7816359482719,2024-06-24,631
7816359482719,2024-06-25,631
7816359482719,2024-06-26,629
7816359482719,2024-06-27,625
7816359482719,2024-06-28,644
7816359482719,2024-06-29,641
7816359482719,2024-06-30,633
7816359482719,2024-07-01,624
7816359482719,2024-07-02,624
7816359482719,2024-07-03,644
7816359482719,2024-07-04,638
7816359482719,2024-07-05,638
7816359482719,2024-07-06,634
7816359482719,2024-07-07,634
7816359482719,2024-07-08,630
7816359482719,2024-07-09,630
7816359482719,2024-07-10,623
7816359482719,2024-07-11,644
7816359482719,2024-07-12,638
7816359482719,2024-07-13,638
7816359482719,2024-07-14,630
7816359482719,2024-07-15,627
7816359482719,2024-07-16,627
7816359482719,2024-07-17,619
7816359482719,2024-07-18,613
7816359482719,2024-07-19,612
7816359482719,2024-07-20,644
7816359482719,2024-07-21,644
7816359482719,2024-07-22,638
7816359482719,2024-07-23,633
7816359482719,2024-07-24,633
7816359482719,2024-07-25,644
7816359482719,2024-07-26,639
7816359482719,2024-07-27,639
7816359482719,2024-07-28,634
7816359482719,2024-07-29,634
7816359482719,2024-07-30,632
7816359482719,2024-07-31,644
7816359482719,2024-08-01,639
7816359482719,2024-08-02,632
7816359482719,2024-08-03,627
7816359482719,2024-08-04,627
7816359482719,2024-08-05,622
7816359482719,2024-08-06,622
7816359482719,2024-08-07,618
7816359482719,2024-08-08,618
7816359482719,2024-08-09,644
7816359482719,2024-08-10,638
7816359482719,2024-08-11,638
7816359482719,2024-08-12,629
7816359482719,2024-08-13,629
7816359482719,2024-08-14,629
7816359482719,2024-08-15,644
7816359482719,2024-08-16,638
7816359482719,2024-08-17,634
7816359482719,2024-08-18,629
7816359482719,2024-08-19,629
7816359482719,2024-08-20,624
7816359482719,2024-08-21,624
7816359482719,2024-08-22,644
7816359482719,2024-08-23,644
7816359482719,2024-08-24,633
7816359482719,2024-08-25,633
7816359482719,2024-08-26,626
7816359482719,2024-08-27,622
7816359482719,2024-08-28,644
7816359482719,2024-08-29,644
7816359482719,2024-08-30,641
7816359482719,2024-08-31,641
7816359482719,2024-09-01,632
7816359482719,2024-09-02,628
7816359482719,2024-09-03,644
7816359482719,2024-09-04,636
7816359482719,2024-09-05,634
7816359482719,2024-09-06,634
7816359482719,2024-09-07,629
7816359482719,2024-09-08,629
7816359482719,2024-09-09,622
7816359482719,2024-09-10,644
7816359482719,2024-09-11,644
7816359482719,2024-09-12,637
7816359482719,2024-09-13,631
7816359482719,2024-09-14,627
7816359482719,2024-09-15,627
7816359482719,2024-09-16,620
7816359482719,2024-09-17,644
7816359482719,2024-09-18,644
7816359482719,2024-09-19,639
7816359482719,2024-09-20,634
7816359482719,2024-09-21,627
7816359482719,2024-09-22,626
7816359482719,2024-09-23,644
7816359482719,2024-09-24,644
7816359482719,2024-09-25,637
7816359482719,2024-09-26,632
7816359482719,2024-09-27,629
7816359482719,2024-09-28,624
7816359482719,2024-09-29,619
7816359482719,2024-09-30,611
7816359482719,2024-10-01,644
7816359482719,2024-10-02,635
7816359482719,2024-10-03,630
7816359482719,2024-10-04,625
7816359482719,2024-10-05,625
7816359482719,2024-10-06,619
7816359482719,2024-10-07,644
7816359482719,2024-10-08,644
7816359482719,2024-10-09,635
7816359482719,2024-10-10,635
7816359482719,2024-10-11,633
7816359482719,2024-10-12,633
7816359482719,2024-10-13,630
7816359482719,2024-10-14,630
7816359482719,2024-10-15,625
7816359482719,2024-10-16,644
7816359482719,2024-10-17,644
7816359482719,2024-10-18,639
7816359482719,2024-10-19,639
7816359482719,2024-10-20,630
7816359482719,2024-10-21,644
7816359482719,2024-10-22,641
7816359482719,2024-10-23,641
7816359482719,2024-10-24,634
7816359482719,2024-10-25,625
7816359482719,2024-10-26,622
7816359482719,2024-10-27,622
7816359482719,2024-10-28,616
7816359482719,2024-10-29,644
7816359482719,2024-10-30,644
7816359482719,2024-10-31,637
7816359482719,2024-11-01,637
7816359482719,2024-11-02,631
7816359482719,2024-11-03,623
7816359482719,2024-11-04,620
7816359482719,2024-11-05,644
7816359482719,2024-11-06,640
7816359482719,2024-11-07,640
7816359482719,2024-11-08,633
7816359482719,2024-11-09,624
7816359482719,2024-11-10,624
7816359482719,2024-11-11,622
7816359482719,2024-11-12,622
7816359482719,2024-11-13,615
7816359482719,2024-11-14,644
7816359482719,2024-11-15,641
7816359482719,2024-11-16,641
7816359482719,2024-11-17,634
7816359482719,2024-11-18,633
7816359482719,2024-11-19,623
7816359482719,2024-11-20,623
7816359482719,2024-11-21,644
7816359482719,2024-11-22,643
7816359482719,2024-11-23,643
7816359482719,2024-11-24,635
7816359482719,2024-11-25,628
7816359482719,2024-11-26,628
7816359482719,2024-11-27,644
7816359482719,2024-11-28,640
7816359482719,2024-11-29,640
7816359482719,2024-11-30,634
7816359482719,2024-12-01,634
7816359482719,2024-12-02,644
7816359482719,2024-12-03,644
7816359482719,2024-12-04,636
7816359482719,2024-12-05,636
7816359482719,2024-12-06,626
7816359482719,2024-12-07,616
7816359482719,2024-12-08,616
7816359482719,2024-12-09,614
7816359482719,2024-12-10,614
7816359482719,2024-12-11,644
7816359482719,2024-12-12,635
7816359482719,2024-12-13,628
7816359482719,2024-12-14,623
7816359482719,2024-12-15,618
7816359482719,2024-12-16,618
7816359482719,2024-12-17,618
7816359482719,2024-12-18,616
7816359482719,2024-12-19,644
7816359482719,2024-12-20,641
7816359482719,2024-12-21,641
7816359482719,2024-12-22,632
7816359482719,2024-12-23,632
7816359482719,2024-12-24,622
7816359482719,2024-12-25,616
7816359482719,2024-12-26,644
7816359482719,2024-12-27,639
7816359482719,2024-12-28,639
7816359482719,2024-12-29,634
7816359482719,2024-12-30,634
7816359482719,2024-12-31,628
7816359482719,2025-01-01,644
7816359482719,2025-01-02,644
7816359482719,2025-01-03,638
7816359482719,2025-01-04,638
7816359482719,2025-01-05,634
7816359482719,2025-01-06,628
7816359482719,2025-01-07,628
7816359482719,2025-01-08,622
7816359482719,2025-01-09,617
7816359482719,2025-01-10,644
7816359482719,2025-01-11,644
7816359482719,2025-01-12,641
7816359482719,2025-01-13,635
7816359482719,2025-01-14,635
7816359482719,2025-01-15,629
7816359482719,2025-01-16,623
7816359482719,2025-01-17,618
7816359482719,2025-01-18,644
7816359482719,2025-01-19,639
7816359482719,2025-01-20,639
7816359482719,2025-01-21,631
7816359482719,2025-01-22,628
7816359482719,2025-01-23,628
7816359482719,2025-01-24,621
7816359482719,2025-01-25,617
7816359482719,2025-01-26,644
7816359482719,2025-01-27,639
7816359482719,2025-01-28,637
7816359482719,2025-01-29,636
7816359482719,2025-01-30,628
7816359482719,2025-01-31,628
7816359482719,2025-02-01,644
7816359482719,2025-02-02,644
7816359482719,2025-02-03,638
7816359482719,2025-02-04,630
7816359482719,2025-02-05,630
7816359482719,2025-02-06,624
7816359482719,2025-02-07,619
7816359482719,2025-02-08,619
7816359482719,2025-02-09,644
7816359482719,2025-02-10,644
7816359482719,2025-02-11,639
7816359482719,2025-02-12,632
7816359482719,2025-02-13,627
7816359482719,2025-02-14,644
7816359482719,2025-02-15,639
7816359482719,2025-02-16,634
7816359482719,2025-02-17,634
7816359482719,2025-02-18,630
7816359482719,2025-02-19,621
7816359482719,2025-02-20,644
7816359482719,2025-02-21,640
7816359482719,2025-02-22,638
7816359482719,2025-02-23,626
7816359482719,2025-02-24,626
7816359482719,2025-02-25,644
7816359482719,2025-02-26,644
7816359482719,2025-02-27,644
7816359482719,2025-02-28,640
7816359482719,2025-03-01,640
7816359482719,2025-03-02,640
7816359482719,2025-03-03,639
7816359482719,2025-03-04,644
7816359482719,2025-03-05,642
7816359482719,2025-03-06,639
7816359482719,2025-03-07,639
7816359482719,2025-03-08,632
7816359482719,2025-03-09,644
7816359482719,2025-03-10,635
7816359482719,2025-03-11,634
7816359482719,2025-03-12,625
7816359482719,2025-03-13,625
7816359482719,2025-03-14,620
7816359482719,2025-03-15,644
7816359482719,2025-03-16,641
7816359482719,2025-03-17,641
7816359482719,2025-03-18,634
7816359482719,2025-03-19,625
7816359482719,2025-03-20,625
7816359482719,2025-03-21,644
7816359482719,2025-03-22,635
7816359482719,2025-03-23,630
7816359482719,2025-03-24,630
7816359482719,2025-03-25,625
7816359482719,2025-03-26,625
7816359482719,2025-03-27,644
7816359482719,2025-03-28,637
7816359482719,2025-03-29,637
7816359482719,2025-03-30,631
7816359482719,2025-03-31,622
7816359482719,2025-04-01,622
7816359482719,2025-04-02,615
7816359482719,2025-04-03,606
7816359482719,2025-04-04,644
7816359482719,2025-04-05,637
7816359482719,2025-04-06,637
7816359482719,2025-04-07,627
7816359482719,2025-04-08,627
7816359482719,2025-04-09,623
7816359482719,2025-04-10,611
7816359482719,2025-04-11,644
7816359482719,2025-04-12,642
7816359482719,2025-04-13,642
7816359482719,2025-04-14,635
