gtin,fecha,cantidad,tipo_movimiento
7847516283949,2024-11-28,7,S
7847516283949,2024-11-29,17,E
7847516283949,2024-11-30,5,S
7847516283949,2024-12-01,6,S
7847516283949,2024-12-02,12,S
7847516283949,2024-12-03,8,S
7847516283949,2024-12-04,4,S
7847516283949,2024-12-06,8,S
7847516283949,2024-12-07,46,E
7847516283949,2024-12-08,13,S
7847516283949,2024-12-09,6,S
7847516283949,2024-12-10,2,S
7847516283949,2024-12-11,6,S
7847516283949,2024-12-12,2,S
7847516283949,2024-12-13,32,E
7847516283949,2024-12-14,5,S
7847516283949,2024-12-16,5,S
7847516283949,2024-12-17,12,S
7847516283949,2024-12-18,7,S
7847516283949,2024-12-19,8,S
7847516283949,2024-12-21,40,E
7847516283949,2024-12-23,4,S
7847516283949,2024-12-24,9,S
7847516283949,2024-12-25,8,S
7847516283949,2024-12-27,23,E
7847516283949,2024-12-29,4,S
7847516283949,2024-12-30,12,S
7847516283949,2024-12-31,7,S
7847516283949,2025-01-01,9,S
7847516283949,2025-01-02,2,S
7847516283949,2025-01-04,38,E
7847516283949,2025-01-05,2,S
7847516283949,2025-01-06,6,S
7847516283949,2025-01-07,10,S
7847516283949,2025-01-09,9,S
7847516283949,2025-01-10,29,E
7847516283949,2025-01-11,7,S
7847516283949,2025-01-12,3,S
7847516283949,2025-01-14,7,S
7847516283949,2025-01-16,20,E
7847516283949,2025-01-18,4,S
7847516283949,2025-01-19,4,S
7847516283949,2025-01-21,8,S
7847516283949,2025-01-22,12,S
7847516283949,2025-01-23,31,E
7847516283949,2025-01-24,9,S
7847516283949,2025-01-25,5,S
7847516283949,2025-01-27,5,S
7847516283949,2025-01-29,7,S
7847516283949,2025-01-30,2,S
7847516283949,2025-02-01,43,E
7847516283949,2025-02-01,11,S
7847516283949,2025-02-03,4,S
7847516283949,2025-02-05,6,S
7847516283949,2025-02-07,5,S
7847516283949,2025-02-09,18,E
7847516283949,2025-02-11,5,S
7847516283949,2025-02-12,6,S
7847516283949,2025-02-14,5,S
7847516283949,2025-02-15,19,E
7847516283949,2025-02-16,6,S
7847516283949,2025-02-18,7,S
7847516283949,2025-02-19,3,S
7847516283949,2025-02-20,6,S
7847516283949,2025-02-22,24,E
7847516283949,2025-02-24,8,S
7847516283949,2025-02-26,8,S
7847516283949,2025-02-28,19,E
7847516283949,2025-03-01,6,S
7847516283949,2025-03-03,6,S
7847516283949,2025-03-04,6,S
7847516283949,2025-03-06,21,E
7847516283949,2025-03-08,8,S
7847516283949,2025-03-10,2,S
7847516283949,2025-03-11,18,E
7847516283949,2025-03-11,6,S
7847516283949,2025-03-12,12,S
7847516283949,2025-03-13,5,S
7847516283949,2025-03-15,9,S
7847516283949,2025-03-17,8,S
7847516283949,2025-03-18,3,S
7847516283949,2025-03-20,40,E
7847516283949,2025-03-22,9,S
7847516283949,2025-03-23,6,S
7847516283949,2025-03-24,9,S
7847516283949,2025-03-25,27,E
7847516283949,2025-03-26,6,S
7847516283949,2025-03-28,5,S
7847516283949,2025-03-29,4,S
7847516283949,2025-03-30,8,S
7847516283949,2025-03-31,4,S
7847516283949,2025-04-02,7,S
7847516283949,2025-04-03,37,E
7847516283949,2025-04-05,9,S
7847516283949,2025-04-06,12,S
7847516283949,2025-04-08,8,S
7847516283949,2025-04-09,9,S
7847516283949,2025-04-10,7,S
7847516283949,2025-04-11,49,E
7847516283949,2025-04-13,1,S
7847516283949,2025-04-14,5,S
7847516283949,2025-04-16,5,S
7847516283949,2025-04-18,3,S
7847516283949,2025-04-19,17,E
7847516283949,2025-04-20,8,S
7847516283949,2025-04-21,12,S
7847516283949,2025-04-23,7,S
7847516283949,2025-04-25,8,S
7847516283949,2025-04-26,8,S
7847516283949,2025-04-27,6,S
7847516283949,2025-04-28,66,E
7847516283949,2025-04-28,13,S
7847516283949,2025-04-30,6,S
7847516283949,2025-05-01,8,S
7847516283949,2025-05-02,9,S
7847516283949,2025-05-03,25,E
7847516283949,2025-05-04,5,S
7847516283949,2025-05-05,3,S
7847516283949,2025-05-06,7,S
7847516283949,2025-05-07,7,S
7847516283949,2025-05-09,7,S
7847516283949,2025-05-10,32,E
7847516283949,2025-05-11,5,S
7847516283949,2025-05-13,8,S
7847516283949,2025-05-15,21,E
7847516283949,2025-05-15,6,S
7847516283949,2025-05-17,2,S
7847516283949,2025-05-19,4,S
7847516283949,2025-05-20,8,E
7847516283949,2025-05-22,12,S
7847516283949,2025-05-23,7,S
7847516283949,2025-05-24,12,S
7847516283949,2025-05-26,7,S
7847516283949,2025-05-27,8,S
7847516283949,2025-05-29,63,E
7847516283949,2025-05-29,13,S
7847516283949,2025-05-31,10,S
7847516283949,2025-06-01,5,S
7847516283949,2025-06-03,6,S
7847516283949,2025-06-05,9,S
7847516283949,2025-06-06,44,E
7847516283949,2025-06-06,11,S
7847516283949,2025-06-07,9,S
7847516283949,2025-06-09,9,S
7847516283949,2025-06-10,6,S
7847516283949,2025-06-11,3,S
7847516283949,2025-06-15,31,E
7847516283949,2025-06-17,4,S
7847516283949,2025-06-19,4,S
7847516283949,2025-06-20,3,S
7847516283949,2025-06-21,14,E
7847516283949,2025-06-22,8,S
7847516283949,2025-06-24,4,S
7847516283949,2025-06-25,6,S
7847516283949,2025-06-26,8,S
7847516283949,2025-06-27,9,S
7847516283949,2025-06-28,38,E
7847516283949,2025-06-29,4,S
7847516283949,2025-07-01,4,S
7847516283949,2025-07-02,3,S
7847516283949,2025-07-04,11,S
7847516283949,2025-07-05,6,S
7847516283949,2025-07-06,36,E
7847516283949,2025-07-06,5,S
7847516283949,2025-07-08,3,S
7847516283949,2025-07-09,6,S
7847516283949,2025-07-10,4,S
7847516283949,2025-07-11,15,E
7847516283949,2025-07-12,10,S
7847516283949,2025-07-14,1,S
7847516283949,2025-07-15,11,S
7847516283949,2025-07-16,7,S
7847516283949,2025-07-18,9,S
7847516283949,2025-07-19,8,S
7847516283949,2025-07-20,50,E
7847516283949,2025-07-22,7,S
7847516283949,2025-07-23,5,S
7847516283949,2025-07-24,7,S
7847516283949,2025-07-25,6,S
7847516283949,2025-07-27,28,E
7847516283949,2025-07-29,9,S
7847516283949,2025-07-30,10,S
7847516283949,2025-08-01,10,S
7847516283949,2025-08-02,3,S
7847516283949,2025-08-04,35,E
7847516283949,2025-08-06,2,S
7847516283949,2025-08-08,5,S
7847516283949,2025-08-09,9,S
7847516283949,2025-08-10,7,S
7847516283949,2025-08-11,26,E
7847516283949,2025-08-12,3,S
7847516283949,2025-08-14,9,S
7847516283949,2025-08-16,10,S
7847516283949,2025-08-17,2,S
7847516283949,2025-08-18,10,S
7847516283949,2025-08-19,38,E
7847516283949,2025-08-20,9,S
7847516283949,2025-08-22,4,S
7847516283949,2025-08-24,15,E
7847516283949,2025-08-25,7,S
7847516283949,2025-08-27,6,S
7847516283949,2025-08-29,5,S
7847516283949,2025-08-31,10,S
7847516283949,2025-09-01,42,E
7847516283949,2025-09-01,11,S
7847516283949,2025-09-02,7,S
7847516283949,2025-09-04,6,S
7847516283949,2025-09-06,7,S
7847516283949,2025-09-08,6,S
7847516283949,2025-09-09,2,S
7847516283949,2025-09-10,39,E
7847516283949,2025-09-10,7,S
7847516283949,2025-09-11,6,S
7847516283949,2025-09-13,6,S
7847516283949,2025-09-14,11,S
7847516283949,2025-09-16,7,S
7847516283949,2025-09-18,33,E
7847516283949,2025-09-19,6,S
7847516283949,2025-09-20,8,S
7847516283949,2025-09-22,2,S
7847516283949,2025-09-23,6,S
7847516283949,2025-09-25,6,S
7847516283949,2025-09-26,38,E
7847516283949,2025-09-26,6,S
7847516283949,2025-09-27,5,S
7847516283949,2025-09-29,9,S
7847516283949,2025-09-30,7,S
7847516283949,2025-10-02,3,S
7847516283949,2025-10-03,27,E
7847516283949,2025-10-04,10,S
7847516283949,2025-10-05,9,S
7847516283949,2025-10-07,9,S
7847516283949,2025-10-08,30,E
7847516283949,2025-10-09,12,S
7847516283949,2025-10-10,7,S
7847516283949,2025-10-12,15,S
7847516283949,2025-10-14,4,S
7847516283949,2025-10-15,4,S
7847516283949,2025-10-17,46,E
7847516283949,2025-10-18,10,S
7847516283949,2025-10-19,8,S
7847516283949,2025-10-20,7,S
7847516283949,2025-10-21,12,S
7847516283949,2025-10-22,9,S
7847516283949,2025-10-23,12,S
7847516283949,2025-10-24,12,S
7847516283949,2025-10-25,73,E
7847516283949,2025-10-26,6,S
7847516283949,2025-10-27,7,S
7847516283949,2025-10-29,5,S
7847516283949,2025-10-31,10,S
7847516283949,2025-11-01,40,E
7847516283949,2025-11-01,9,S
7847516283949,2025-11-02,8,S
7847516283949,2025-11-03,8,S
7847516283949,2025-11-04,12,S
7847516283949,2025-11-05,4,S
7847516283949,2025-11-06,12,S
7847516283949,2025-11-08,5,S
7847516283949,2025-11-10,53,E
7847516283949,2025-11-11,12,S
7847516283949,2025-11-12,5,S
7847516283949,2025-11-14,10,S
7847516283949,2025-11-15,12,S
7847516283949,2025-11-16,41,E
7847516283949,2025-11-17,7,S
7847516283949,2025-11-18,7,S
7847516283949,2025-11-20,5,S
7847516283949,2025-11-22,6,S
7847516283949,2025-11-24,29,E
7847516283949,2025-11-25,6,S
7847516283949,2025-11-27,7,S
7847516283949,2025-11-29,15,E
7847516283949,2025-11-30,6,S
7847516283949,2025-12-01,8,S
7847516283949,2025-12-02,11,S
7847516283949,2025-12-03,4,S
7847516283949,2025-12-04,12,S
7847516283949,2025-12-05,43,E
7847516283949,2025-12-07,10,S
7847516283949,2025-12-09,5,S
7847516283949,2025-12-10,17,E
7847516283949,2025-12-11,13,S
7847516283949,2025-12-12,7,S
7847516283949,2025-12-14,8,S
7847516283949,2025-12-16,31,E
7847516283949,2025-12-17,9,S
7847516283949,2025-12-19,11,S
7847516283949,2025-12-21,10,S
7847516283949,2025-12-23,37,E
7847516283949,2025-12-23,4,S
7847516283949,2025-12-24,8,S
7847516283949,2025-12-25,7,S
7847516283949,2025-12-27,7,S
7847516283949,2025-12-28,11,S
7847516283949,2025-12-29,13,S
7847516283949,2025-12-30,10,S
7847516283949,2026-01-01,60,E
7847516283949,2026-01-03,8,S
7847516283949,2026-01-04,3,S
7847516283949,2026-01-06,9,S
7847516283949,2026-01-07,14,S
7847516283949,2026-01-08,12,S
7847516283949,2026-01-09,49,E
7847516283949,2026-01-10,5,S
7847516283949,2026-01-11,7,S
7847516283949,2026-01-12,9,S
7847516283949,2026-01-13,4,S
7847516283949,2026-01-15,14,S
7847516283949,2026-01-17,42,E
7847516283949,2026-01-19,11,S
7847516283949,2026-01-21,6,S
7847516283949,2026-01-22,13,S
7847516283949,2026-01-23,9,S
7847516283949,2026-01-24,10,S
7847516283949,2026-01-25,63,E
7847516283949,2026-01-25,10,S
7847516283949,2026-01-26,5,S
7847516283949,2026-01-27,16,S
7847516283949,2026-01-29,10,S
7847516283949,2026-01-30,33,E
7847516283949,2026-02-01,7,S
7847516283949,2026-02-03,13,S
7847516283949,2026-02-04,7,S
7847516283949,2026-02-05,10,S
7847516283949,2026-02-06,8,S
7847516283949,2026-02-07,48,E
7847516283949,2026-02-08,13,S
7847516283949,2026-02-10,6,S
7847516283949,2026-02-11,11,S
7847516283949,2026-02-13,10,S
7847516283949,2026-02-15,58,E
7847516283949,2026-02-15,14,S
7847516283949,2026-02-16,10,S
7847516283949,2026-02-17,14,S
7847516283949,2026-02-19,9,S
7847516283949,2026-02-20,41,E
7847516283949,2026-02-20,6,S
7847516283949,2026-02-21,14,S
7847516283949,2026-02-23,5,S
7847516283949,2026-02-24,11,S
7847516283949,2026-02-26,7,S
7847516283949,2026-02-27,13,S
7847516283949,2026-02-28,53,E
7847516283949,2026-03-02,15,S
7847516283949,2026-03-04,11,S
7847516283949,2026-03-06,10,S
7847516283949,2026-03-07,48,E
7847516283949,2026-03-07,9,S
7847516283949,2026-03-09,9,S
7847516283949,2026-03-10,6,S
7847516283949,2026-03-11,5,S
7847516283949,2026-03-12,14,S
7847516283949,2026-03-13,50,E
7847516283949,2026-03-13,13,S
7847516283949,2026-03-14,7,S
7847516283949,2026-03-15,13,S
7847516283949,2026-03-17,13,S
7847516283949,2026-03-18,7,S
7847516283949,2026-03-20,13,S
7847516283949,2026-03-21,56,E
7847516283949,2026-03-22,13,S
7847516283949,2026-03-23,9,S
7847516283949,2026-03-25,11,S
7847516283949,2026-03-26,8,S
7847516283949,2026-03-27,57,E
7847516283949,2026-03-27,13,S
7847516283949,2026-03-28,7,S
7847516283949,2026-03-30,3,S
7847516283949,2026-03-31,10,S
7847516283949,2026-04-02,9,S
7847516283949,2026-04-03,31,E
7847516283949,2026-04-04,6,S
7847516283949,2026-04-05,10,S
7847516283949,2026-04-07,4,S
7847516283949,2026-04-08,8,S
7847516283949,2026-04-10,6,S
7847516283949,2026-04-11,38,E
7847516283949,2026-04-13,13,S
7847516283949,2026-04-15,7,S
7847516283949,2026-04-17,11,S
7847516283949,2026-04-18,34,E
7847516283949,2026-04-20,6,S
7847516283949,2026-04-21,11,S
7847516283949,2026-04-22,14,S
7847516283949,2026-04-23,7,S
7847516283949,2026-04-24,8,S
7847516283949,2026-04-26,18,S
7847516283949,2026-04-27,68,E
7847516283949,2026-04-28,6,S
7847516283949,2026-04-29,10,S
7847516283949,2026-04-30,5,S
7847516283949,2026-05-01,12,S
7847516283949,2026-05-03,6,S
7847516283949,2026-05-04,42,E
7847516283949,2026-05-06,9,S
7847516283949,2026-05-08,8,S
7847516283949,2026-05-09,19,E
7847516283949,2026-05-11,10,S
7847516283949,2026-05-12,7,S
7847516283949,2026-05-13,12,S
7847516283949,2026-05-14,37,E
7847516283949,2026-05-14,6,S
7847516283949,2026-05-15,5,S
7847516283949,2026-05-16,13,S
7847516283949,2026-05-18,13,S
7847516283949,2026-05-19,40,E
7847516283949,2026-05-19,7,S
7847516283949,2026-05-21,5,S
7847516283949,2026-05-23,8,S
7847516283949,2026-05-25,13,S
7847516283949,2026-05-26,43,E
7847516283949,2026-05-26,14,S
7847516283949,2026-05-27,9,S
7847516283949,2026-05-28,13,S
7847516283949,2026-05-30,8,S
7847516283949,2026-05-31,10,S
7847516283949,2026-06-01,9,S
7847516283949,2026-06-02,52,E
7847516283949,2026-06-04,10,S
7847516283949,2026-06-06,16,S
7847516283949,2026-06-08,13,S
7847516283949,2026-06-09,6,S
7847516283949,2026-06-10,48,E
7847516283949,2026-06-12,10,S
7847516283949,2026-06-14,8,S
7847516283949,2026-06-15,11,S
7847516283949,2026-06-16,42,E
7847516283949,2026-06-16,10,S
7847516283949,2026-06-17,8,S
7847516283949,2026-06-18,9,S
7847516283949,2026-06-20,9,S
7847516283949,2026-06-21,8,S
7847516283949,2026-06-22,8,S
7847516283949,2026-06-23,5,S
7847516283949,2026-06-24,50,E
7847516283949,2026-06-25,9,S
7847516283949,2026-06-27,11,S
7847516283949,2026-06-28,7,S
7847516283949,2026-06-30,9,S
7847516283949,2026-07-01,55,E
7847516283949,2026-07-01,16,S
7838625473916,2024-01-02,4,S
7838625473916,2024-01-04,9,S
7838625473916,2024-01-07,7,S
7838625473916,2024-01-09,10,S
7838625473916,2024-01-11,3,S
7838625473916,2024-01-15,5,S
7838625473916,2024-01-16,6,S
7838625473916,2024-01-17,7,S
7838625473916,2024-01-18,2,S
7838625473916,2024-01-20,5,S
7838625473916,2024-01-21,1,S
7838625473916,2024-01-23,3,S
7838625473916,2024-01-24,4,S
7838625473916,2024-01-25,12,S
7838625473916,2024-01-26,2,S
7838625473916,2024-01-28,1,S
7838625473916,2024-01-30,6,S
7838625473916,2024-02-01,9,S
7838625473916,2024-02-03,10,S
7838625473916,2024-02-04,6,S
7838625473916,2024-02-06,2,S
7838625473916,2024-02-07,5,S
7838625473916,2024-02-08,2,S
7838625473916,2024-02-10,7,S
7838625473916,2024-02-11,7,S
7838625473916,2024-02-13,3,S
7838625473916,2024-02-14,5,S
7838625473916,2024-02-15,11,S
7838625473916,2024-02-17,9,S
7838625473916,2024-02-19,9,S
7838625473916,2024-02-20,5,S
7838625473916,2024-02-21,8,S
7838625473916,2024-02-23,7,S
7838625473916,2024-02-25,5,S
7838625473916,2024-02-26,6,S
7838625473916,2024-02-28,6,S
7838625473916,2024-03-01,8,S
7838625473916,2024-03-02,37,E
7838625473916,2024-03-02,9,S
7838625473916,2024-03-04,1,S
7838625473916,2024-03-06,5,S
7838625473916,2024-03-08,9,E
7838625473916,2024-03-08,3,S
7838625473916,2024-03-09,4,S
7838625473916,2024-03-11,2,S
7838625473916,2024-03-12,6,S
7838625473916,2024-03-13,7,S
7838625473916,2024-03-14,19,E
7838625473916,2024-03-16,2,S
7838625473916,2024-03-18,3,S
7838625473916,2024-03-19,5,E
7838625473916,2024-03-20,9,S
7838625473916,2024-03-21,1,S
7838625473916,2024-03-23,2,S
7838625473916,2024-03-24,4,S
7838625473916,2024-03-25,3,S
7838625473916,2024-03-26,19,E
7838625473916,2024-03-27,8,S
7838625473916,2024-03-28,3,S
7838625473916,2024-03-30,7,S
7838625473916,2024-04-01,5,S
7838625473916,2024-04-03,3,S
7838625473916,2024-04-04,33,E
7838625473916,2024-04-04,7,S
7838625473916,2024-04-06,2,S
7838625473916,2024-04-08,5,S
7838625473916,2024-04-10,7,E
7838625473916,2024-04-12,7,S
7838625473916,2024-04-13,8,S
7838625473916,2024-04-15,20,E
7838625473916,2024-04-15,5,S
7838625473916,2024-04-17,2,S
7838625473916,2024-04-19,10,S
7838625473916,2024-04-21,12,E
7838625473916,2024-04-23,4,S
7838625473916,2024-04-24,6,S
7838625473916,2024-04-25,9,S
7838625473916,2024-04-26,19,E
7838625473916,2024-04-28,5,S
7838625473916,2024-04-30,2,S
7838625473916,2024-05-01,7,S
7838625473916,2024-05-02,19,E
7838625473916,2024-05-02,5,S
7838625473916,2024-05-03,4,S
7838625473916,2024-05-04,2,S
7838625473916,2024-05-06,7,S
7838625473916,2024-05-09,13,E
7838625473916,2024-05-10,6,S
7838625473916,2024-05-11,7,S
7838625473916,2024-05-13,8,S
7838625473916,2024-05-15,6,S
7838625473916,2024-05-18,27,E
7838625473916,2024-05-20,3,S
7838625473916,2024-05-22,7,S
7838625473916,2024-05-24,8,S
7838625473916,2024-05-26,5,S
7838625473916,2024-05-27,23,E
7838625473916,2024-05-28,5,S
7838625473916,2024-05-29,6,S
7838625473916,2024-06-01,7,S
7838625473916,2024-06-02,12,S
7838625473916,2024-06-04,6,S
7838625473916,2024-06-05,36,E
7838625473916,2024-06-06,8,S
7838625473916,2024-06-07,5,S
7838625473916,2024-06-09,3,S
7838625473916,2024-06-12,7,S
7838625473916,2024-06-13,4,S
7838625473916,2024-06-14,35,E
7838625473916,2024-06-14,8,S
7838625473916,2024-06-16,1,S
7838625473916,2024-06-18,5,S
7838625473916,2024-06-19,6,S
7838625473916,2024-06-20,12,E
7838625473916,2024-06-22,7,S
7838625473916,2024-06-25,4,S
7838625473916,2024-06-26,3,S
7838625473916,2024-06-27,14,E
7838625473916,2024-06-29,2,S
7838625473916,2024-07-01,7,S
7838625473916,2024-07-03,7,S
7838625473916,2024-07-04,10,S
7838625473916,2024-07-05,26,E
7838625473916,2024-07-06,6,S
7838625473916,2024-07-08,7,S
7838625473916,2024-07-10,6,S
7838625473916,2024-07-12,7,S
7838625473916,2024-07-13,5,S
7838625473916,2024-07-14,45,E
7838625473916,2024-07-14,14,S
7838625473916,2024-07-16,2,S
7838625473916,2024-07-17,6,S
7838625473916,2024-07-19,10,E
7838625473916,2024-07-19,2,S
7838625473916,2024-07-20,5,S
7838625473916,2024-07-21,1,S
7838625473916,2024-07-23,11,S
7838625473916,2024-07-25,4,S
7838625473916,2024-07-26,6,S
7838625473916,2024-07-28,27,E
7838625473916,2024-07-30,5,S
7838625473916,2024-07-31,5,S
7838625473916,2024-08-01,4,S
7838625473916,2024-08-02,6,S
7838625473916,2024-08-03,20,E
7838625473916,2024-08-05,8,S
7838625473916,2024-08-07,6,S
7838625473916,2024-08-08,14,E
7838625473916,2024-08-10,4,S
7838625473916,2024-08-11,3,S
7838625473916,2024-08-12,8,S
7838625473916,2024-08-13,6,S
7838625473916,2024-08-15,7,S
7838625473916,2024-08-16,37,E
7838625473916,2024-08-16,9,S
7838625473916,2024-08-17,3,S
7838625473916,2024-08-18,7,S
7838625473916,2024-08-19,3,S
7838625473916,2024-08-21,8,S
7838625473916,2024-08-22,8,S
7838625473916,2024-08-23,6,S
7838625473916,2024-08-25,35,E
7838625473916,2024-08-26,4,S
7838625473916,2024-08-28,6,S
7838625473916,2024-08-29,8,S
7838625473916,2024-08-30,27,E
7838625473916,2024-08-30,9,S
7838625473916,2024-08-31,3,S
7838625473916,2024-09-01,2,S
7838625473916,2024-09-02,4,S
7838625473916,2024-09-04,12,E
7838625473916,2024-09-04,3,S
7838625473916,2024-09-06,2,S
7838625473916,2024-09-07,9,S
7838625473916,2024-09-09,9,S
7838625473916,2024-09-10,20,E
7838625473916,2024-09-11,5,S
7838625473916,2024-09-14,2,S
7838625473916,2024-09-15,3,S
7838625473916,2024-09-17,10,E
7838625473916,2024-09-19,2,S
7838625473916,2024-09-21,13,S
7838625473916,2024-09-22,8,S
7838625473916,2024-09-23,23,E
7838625473916,2024-09-24,9,S
7838625473916,2024-09-26,4,S
7838625473916,2024-09-28,6,S
7838625473916,2024-09-29,6,S
7838625473916,2024-09-30,25,E
7838625473916,2024-10-01,6,S
7838625473916,2024-10-02,11,S
7838625473916,2024-10-03,3,S
7838625473916,2024-10-05,20,E
7838625473916,2024-10-07,10,S
7838625473916,2024-10-09,3,S
7838625473916,2024-10-10,4,S
7838625473916,2024-10-11,20,E
7838625473916,2024-10-11,3,S
7838625473916,2024-10-12,4,S
7838625473916,2024-10-13,7,S
7838625473916,2024-10-15,1,S
7838625473916,2024-10-17,7,S
7838625473916,2024-10-18,25,E
7838625473916,2024-10-18,6,S
7838625473916,2024-10-20,4,S
7838625473916,2024-10-22,3,S
7838625473916,2024-10-24,4,S
7838625473916,2024-10-25,11,E
7838625473916,2024-10-26,6,S
7838625473916,2024-10-27,7,S
7838625473916,2024-10-29,8,S
7838625473916,2024-10-31,4,S
7838625473916,2024-11-01,30,E
7838625473916,2024-11-01,5,S
7838625473916,2024-11-06,3,S
7838625473916,2024-11-07,6,S
7838625473916,2024-11-08,9,E
7838625473916,2024-11-09,2,S
7838625473916,2024-11-11,5,S
7838625473916,2024-11-12,3,S
7838625473916,2024-11-13,5,S
7838625473916,2024-11-14,2,S
7838625473916,2024-11-15,3,S
7838625473916,2024-11-16,4,S
7838625473916,2024-11-17,24,E
7838625473916,2024-11-18,5,S
7838625473916,2024-11-20,10,S
7838625473916,2024-11-21,7,S
7838625473916,2024-11-25,3,S
7838625473916,2024-11-26,25,E
7838625473916,2024-11-27,6,S
7838625473916,2024-11-29,13,S
7838625473916,2024-12-01,19,E
7838625473916,2024-12-02,7,S
7838625473916,2024-12-03,7,S
7838625473916,2024-12-05,5,S
7838625473916,2024-12-06,7,S
7838625473916,2024-12-07,26,E
7838625473916,2024-12-08,3,S
7838625473916,2024-12-09,5,S
7838625473916,2024-12-10,5,S
7838625473916,2024-12-11,2,S
7838625473916,2024-12-12,15,E
7838625473916,2024-12-13,4,S
7838625473916,2024-12-15,5,S
7838625473916,2024-12-16,6,S
7838625473916,2024-12-17,1,S
7838625473916,2024-12-18,5,S
7838625473916,2024-12-19,5,S
7838625473916,2024-12-20,26,E
7838625473916,2024-12-21,11,S
7838625473916,2024-12-23,3,S
7838625473916,2024-12-24,6,S
7838625473916,2024-12-26,4,S
7838625473916,2024-12-27,10,S
7838625473916,2024-12-29,34,E
7838625473916,2024-12-30,10,S
7838625473916,2025-01-01,5,S
7838625473916,2025-01-04,3,S
7838625473916,2025-01-06,18,E
7838625473916,2025-01-07,5,S
7838625473916,2025-01-08,9,S
7838625473916,2025-01-10,6,S
7838625473916,2025-01-11,20,E
7838625473916,2025-01-12,7,S
7838625473916,2025-01-14,6,S
7838625473916,2025-01-15,6,S
7838625473916,2025-01-17,19,E
7838625473916,2025-01-19,7,S
7838625473916,2025-01-23,5,S
7838625473916,2025-01-24,15,E
7838625473916,2025-01-24,3,S
7838625473916,2025-01-26,5,S
7838625473916,2025-01-27,3,S
7838625473916,2025-01-28,7,S
7838625473916,2025-01-29,15,E
7838625473916,2025-01-30,2,S
7838625473916,2025-02-01,7,S
7838625473916,2025-02-03,4,S
7838625473916,2025-02-05,11,S
7838625473916,2025-02-06,24,E
7838625473916,2025-02-07,1,S
7838625473916,2025-02-08,7,S
7838625473916,2025-02-09,3,S
7838625473916,2025-02-10,4,S
7838625473916,2025-02-11,4,S
7838625473916,2025-02-12,1,S
7838625473916,2025-02-13,9,S
7838625473916,2025-02-14,29,E
7838625473916,2025-02-15,3,S
7838625473916,2025-02-17,7,S
7838625473916,2025-02-19,5,S
7838625473916,2025-02-20,8,S
7838625473916,2025-02-21,6,S
7838625473916,2025-02-23,29,E
7838625473916,2025-02-24,8,S
7838625473916,2025-02-25,6,S
7838625473916,2025-02-26,2,S
7838625473916,2025-02-28,2,S
7838625473916,2025-03-01,12,S
7838625473916,2025-03-03,30,E
7838625473916,2025-03-05,5,S
7838625473916,2025-03-08,5,E
7838625473916,2025-03-09,1,S
7838625473916,2025-03-10,4,S
7838625473916,2025-03-11,7,S
7838625473916,2025-03-13,12,E
7838625473916,2025-03-14,2,S
7838625473916,2025-03-16,9,S
7838625473916,2025-03-17,7,S
7838625473916,2025-03-18,5,S
7838625473916,2025-03-19,8,S
7838625473916,2025-03-20,41,E
7838625473916,2025-03-20,10,S
7838625473916,2025-03-21,7,S
7838625473916,2025-03-22,10,S
7838625473916,2025-03-23,6,S
7838625473916,2025-03-24,7,S
7838625473916,2025-03-26,5,S
7838625473916,2025-03-27,4,S
7838625473916,2025-03-28,39,E
7838625473916,2025-03-29,6,S
7838625473916,2025-03-31,10,S
7838625473916,2025-04-02,5,S
7838625473916,2025-04-04,6,S
7838625473916,2025-04-06,35,E
7838625473916,2025-04-06,8,S
7838625473916,2025-04-08,4,S
7838625473916,2025-04-11,12,S
7838625473916,2025-04-14,16,E
7838625473916,2025-04-15,3,S
7838625473916,2025-04-16,5,S
7838625473916,2025-04-18,5,S
7838625473916,2025-04-19,15,E
7838625473916,2025-04-19,2,S
7838625473916,2025-04-20,4,S
7838625473916,2025-04-21,1,S
7838625473916,2025-04-22,11,S
7838625473916,2025-04-24,9,S
7838625473916,2025-04-25,5,S
7838625473916,2025-04-26,30,E
7838625473916,2025-04-27,5,S
7838625473916,2025-04-29,3,S
7838625473916,2025-05-01,8,E
7838625473916,2025-05-02,10,S
7838625473916,2025-05-04,11,S
7838625473916,2025-05-06,2,S
7838625473916,2025-05-07,6,S
7838625473916,2025-05-08,3,S
7838625473916,2025-05-09,32,E
7838625473916,2025-05-10,7,S
7838625473916,2025-05-12,2,S
7838625473916,2025-05-15,6,S
7838625473916,2025-05-16,3,S
7838625473916,2025-05-17,18,E
7838625473916,2025-05-19,6,S
7838625473916,2025-05-21,3,S
7838625473916,2025-05-22,9,E
7838625473916,2025-05-23,7,S
7838625473916,2025-05-25,7,S
7838625473916,2025-05-26,4,S
7838625473916,2025-05-28,18,E
7838625473916,2025-05-30,6,S
7838625473916,2025-05-31,6,S
7838625473916,2025-06-02,6,S
7838625473916,2025-06-04,2,S
7838625473916,2025-06-06,20,E
7838625473916,2025-06-07,7,S
7838625473916,2025-06-09,4,S
7838625473916,2025-06-11,15,E
7838625473916,2025-06-11,4,S
7838625473916,2025-06-12,9,S
7838625473916,2025-06-14,8,S
7838625473916,2025-06-15,4,S
7838625473916,2025-06-16,21,E
7838625473916,2025-06-18,9,S
7838625473916,2025-06-19,5,S
7838625473916,2025-06-21,6,S
7838625473916,2025-06-22,20,E
7838625473916,2025-06-23,9,S
